# Turbidity, FNU._FNU@03254520.20180201.csv generated at 2018-07-09 04:22:27 (UTC+00:00) by AQUARIUS 18.1.204.0
# 
# Time series identifier: Turbidity, FNU._FNU@03254520
# Location: LICKING RIVER AT HWY 536 NEAR ALEXANDRIA, KY
# UTC offset: (UTC-05:00)
# Value units: _FNU
# Value parameter: Turbidity, FNU
# Interpolation type: Instantaneous Values
# Time series type: Derived
# 
# Export options: Corrected signal from 2018-02-01T05:00:00Z to 2018-07-09T04:59:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC, Timestamp (UTC-05:00), Value, Approval Level, Grade, Qualifiers
2018-04-27T11:15:00Z,2018-04-27 06:15:00,1137,Working,50,"EQUIP"
2018-04-27T11:30:00Z,2018-04-27 06:30:00,1138,Working,50,"EQUIP"
2018-04-27T11:45:00Z,2018-04-27 06:45:00,1123,Working,50,"EQUIP"
2018-04-27T12:00:00Z,2018-04-27 07:00:00,1134,Working,50,"EQUIP"
2018-04-27T12:15:00Z,2018-04-27 07:15:00,1146,Working,50,"EQUIP"
2018-04-27T12:30:00Z,2018-04-27 07:30:00,1139,Working,50,"EQUIP"
2018-04-27T12:45:00Z,2018-04-27 07:45:00,1137,Working,50,"EQUIP"
2018-04-27T13:00:00Z,2018-04-27 08:00:00,1138,Working,50,"EQUIP"
2018-04-27T13:15:00Z,2018-04-27 08:15:00,1136,Working,50,"EQUIP"
2018-04-27T13:30:00Z,2018-04-27 08:30:00,1128,Working,50,"EQUIP"
2018-04-27T13:45:00Z,2018-04-27 08:45:00,1135,Working,50,"EQUIP"
2018-04-27T14:00:00Z,2018-04-27 09:00:00,1134,Working,50,"EQUIP"
2018-04-27T14:15:00Z,2018-04-27 09:15:00,1166,Working,50,"EQUIP"
2018-04-27T14:30:00Z,2018-04-27 09:30:00,1137,Working,50,"EQUIP"
2018-04-27T14:45:00Z,2018-04-27 09:45:00,1141,Working,50,"EQUIP"
2018-04-27T15:00:00Z,2018-04-27 10:00:00,1141,Working,50,"EQUIP"
2018-04-27T15:15:00Z,2018-04-27 10:15:00,1139,Working,50,"EQUIP"
2018-04-27T15:30:00Z,2018-04-27 10:30:00,1138,Working,50,"EQUIP"
2018-04-27T15:45:00Z,2018-04-27 10:45:00,1147,Working,50,"EQUIP"
2018-04-27T16:00:00Z,2018-04-27 11:00:00,1147,Working,50,"EQUIP"
2018-04-27T16:15:00Z,2018-04-27 11:15:00,1146,Working,50,"EQUIP"
2018-04-27T16:30:00Z,2018-04-27 11:30:00,1144,Working,50,"EQUIP"
2018-04-27T16:45:00Z,2018-04-27 11:45:00,1144,Working,50,"EQUIP"
2018-04-27T17:00:00Z,2018-04-27 12:00:00,1148,Working,50,"EQUIP"
2018-04-27T17:15:00Z,2018-04-27 12:15:00,1150,Working,50,"EQUIP"
2018-04-27T17:30:00Z,2018-04-27 12:30:00,1128,Working,50,"EQUIP"
2018-04-27T17:45:00Z,2018-04-27 12:45:00,1309,Working,50,"EQUIP"
2018-04-27T18:00:00Z,2018-04-27 13:00:00,1309,Working,50,"EQUIP"
2018-04-27T18:15:00Z,2018-04-27 13:15:00,1164,Working,50,"EQUIP"
2018-04-27T18:30:00Z,2018-04-27 13:30:00,1309,Working,50,"EQUIP"
2018-04-27T18:45:00Z,2018-04-27 13:45:00,1309,Working,50,"EQUIP"
2018-04-27T19:00:00Z,2018-04-27 14:00:00,1309,Working,50,"EQUIP"
2018-04-27T19:15:00Z,2018-04-27 14:15:00,1309,Working,50,"EQUIP"
2018-04-27T19:30:00Z,2018-04-27 14:30:00,1309,Working,50,"EQUIP"
2018-04-27T19:45:00Z,2018-04-27 14:45:00,1309,Working,50,"EQUIP"
2018-04-27T20:00:00Z,2018-04-27 15:00:00,1309,Working,50,"EQUIP"
2018-04-27T20:15:00Z,2018-04-27 15:15:00,1309,Working,50,"EQUIP"
2018-04-27T20:30:00Z,2018-04-27 15:30:00,1309,Working,50,"EQUIP"
2018-04-27T20:45:00Z,2018-04-27 15:45:00,1309,Working,50,"EQUIP"
2018-04-27T21:00:00Z,2018-04-27 16:00:00,1309,Working,50,"EQUIP"
2018-04-27T21:15:00Z,2018-04-27 16:15:00,1309,Working,50,"EQUIP"
2018-04-27T21:30:00Z,2018-04-27 16:30:00,1309,Working,50,"EQUIP"
2018-04-27T21:45:00Z,2018-04-27 16:45:00,1309,Working,50,"EQUIP"
2018-04-27T22:00:00Z,2018-04-27 17:00:00,1309,Working,50,"EQUIP"
2018-04-27T22:15:00Z,2018-04-27 17:15:00,1309,Working,50,"EQUIP"
2018-04-27T22:30:00Z,2018-04-27 17:30:00,1309,Working,50,"EQUIP"
2018-04-27T22:45:00Z,2018-04-27 17:45:00,1309,Working,50,"EQUIP"
2018-04-27T23:00:00Z,2018-04-27 18:00:00,1309,Working,50,"EQUIP"
2018-04-27T23:15:00Z,2018-04-27 18:15:00,1309,Working,50,"EQUIP"
2018-04-27T23:30:00Z,2018-04-27 18:30:00,1309,Working,50,"EQUIP"
2018-04-27T23:45:00Z,2018-04-27 18:45:00,1309,Working,50,"EQUIP"
2018-04-28T00:00:00Z,2018-04-27 19:00:00,1309,Working,50,"EQUIP"
2018-04-28T00:15:00Z,2018-04-27 19:15:00,1309,Working,50,"EQUIP"
2018-04-28T00:30:00Z,2018-04-27 19:30:00,1309,Working,50,"EQUIP"
2018-04-28T00:45:00Z,2018-04-27 19:45:00,1309,Working,50,"EQUIP"
2018-04-28T01:00:00Z,2018-04-27 20:00:00,1309,Working,50,"EQUIP"
2018-04-28T01:15:00Z,2018-04-27 20:15:00,1309,Working,50,"EQUIP"
2018-04-28T01:30:00Z,2018-04-27 20:30:00,1309,Working,50,"EQUIP"
2018-04-28T01:45:00Z,2018-04-27 20:45:00,1309,Working,50,"EQUIP"
2018-04-28T02:00:00Z,2018-04-27 21:00:00,1309,Working,50,"EQUIP"
2018-04-28T02:15:00Z,2018-04-27 21:15:00,1309,Working,50,"EQUIP"
2018-04-28T02:30:00Z,2018-04-27 21:30:00,1309,Working,50,"EQUIP"
2018-04-28T02:45:00Z,2018-04-27 21:45:00,1309,Working,50,"EQUIP"
2018-04-28T03:00:00Z,2018-04-27 22:00:00,1309,Working,50,"EQUIP"
2018-04-28T03:15:00Z,2018-04-27 22:15:00,1309,Working,50,"EQUIP"
2018-04-28T03:30:00Z,2018-04-27 22:30:00,1309,Working,50,"EQUIP"
2018-04-28T03:45:00Z,2018-04-27 22:45:00,1309,Working,50,"EQUIP"
2018-04-28T04:00:00Z,2018-04-27 23:00:00,1309,Working,50,"EQUIP"
2018-04-28T04:15:00Z,2018-04-27 23:15:00,1309,Working,50,"EQUIP"
2018-04-28T04:30:00Z,2018-04-27 23:30:00,1309,Working,50,"EQUIP"
2018-04-28T04:45:00Z,2018-04-27 23:45:00,1309,Working,50,"EQUIP"
2018-04-28T05:00:00Z,2018-04-28 00:00:00,1309,Working,50,"EQUIP"
2018-04-28T05:15:00Z,2018-04-28 00:15:00,1309,Working,50,"EQUIP"
2018-04-28T05:30:00Z,2018-04-28 00:30:00,1309,Working,50,"EQUIP"
2018-04-28T05:45:00Z,2018-04-28 00:45:00,1309,Working,50,"EQUIP"
2018-04-28T06:00:00Z,2018-04-28 01:00:00,1309,Working,50,"EQUIP"
2018-04-28T06:15:00Z,2018-04-28 01:15:00,1309,Working,50,"EQUIP"
2018-04-28T06:30:00Z,2018-04-28 01:30:00,1309,Working,50,"EQUIP"
2018-04-28T06:45:00Z,2018-04-28 01:45:00,1309,Working,50,"EQUIP"
2018-04-28T07:00:00Z,2018-04-28 02:00:00,1309,Working,50,"EQUIP"
2018-04-28T07:15:00Z,2018-04-28 02:15:00,1309,Working,50,"EQUIP"
2018-04-28T07:30:00Z,2018-04-28 02:30:00,1309,Working,50,"EQUIP"
2018-04-28T07:45:00Z,2018-04-28 02:45:00,1309,Working,50,"EQUIP"
2018-04-28T08:00:00Z,2018-04-28 03:00:00,1309,Working,50,"EQUIP"
2018-04-28T08:15:00Z,2018-04-28 03:15:00,1309,Working,50,"EQUIP"
2018-04-28T08:30:00Z,2018-04-28 03:30:00,1309,Working,50,"EQUIP"
2018-04-28T08:45:00Z,2018-04-28 03:45:00,1309,Working,50,"EQUIP"
2018-04-28T09:00:00Z,2018-04-28 04:00:00,1309,Working,50,"EQUIP"
2018-04-28T09:15:00Z,2018-04-28 04:15:00,1309,Working,50,"EQUIP"
2018-04-28T09:30:00Z,2018-04-28 04:30:00,1309,Working,50,"EQUIP"
2018-04-28T09:45:00Z,2018-04-28 04:45:00,1309,Working,50,"EQUIP"
2018-04-28T10:00:00Z,2018-04-28 05:00:00,1309,Working,50,"EQUIP"
2018-04-28T10:15:00Z,2018-04-28 05:15:00,1309,Working,50,"EQUIP"
2018-04-28T10:30:00Z,2018-04-28 05:30:00,1309,Working,50,"EQUIP"
2018-04-28T10:45:00Z,2018-04-28 05:45:00,1309,Working,50,"EQUIP"
2018-04-28T11:00:00Z,2018-04-28 06:00:00,1309,Working,50,"EQUIP"
2018-04-28T11:15:00Z,2018-04-28 06:15:00,1309,Working,50,"EQUIP"
2018-04-28T11:30:00Z,2018-04-28 06:30:00,1309,Working,50,"EQUIP"
2018-04-28T11:45:00Z,2018-04-28 06:45:00,1309,Working,50,"EQUIP"
2018-04-28T12:00:00Z,2018-04-28 07:00:00,1309,Working,50,"EQUIP"
2018-04-28T12:15:00Z,2018-04-28 07:15:00,1309,Working,50,"EQUIP"
2018-04-28T12:30:00Z,2018-04-28 07:30:00,1309,Working,50,"EQUIP"
2018-04-28T12:45:00Z,2018-04-28 07:45:00,1309,Working,50,"EQUIP"
2018-04-28T13:00:00Z,2018-04-28 08:00:00,1309,Working,50,"EQUIP"
2018-04-28T13:15:00Z,2018-04-28 08:15:00,1309,Working,50,"EQUIP"
2018-04-28T13:30:00Z,2018-04-28 08:30:00,1309,Working,50,"EQUIP"
2018-04-28T13:45:00Z,2018-04-28 08:45:00,1309,Working,50,"EQUIP"
2018-04-28T14:00:00Z,2018-04-28 09:00:00,1309,Working,50,"EQUIP"
2018-04-28T14:15:00Z,2018-04-28 09:15:00,1309,Working,50,"EQUIP"
2018-04-28T14:30:00Z,2018-04-28 09:30:00,1309,Working,50,"EQUIP"
2018-04-28T14:45:00Z,2018-04-28 09:45:00,1309,Working,50,"EQUIP"
2018-04-28T15:00:00Z,2018-04-28 10:00:00,1309,Working,50,"EQUIP"
2018-04-28T15:15:00Z,2018-04-28 10:15:00,1309,Working,50,"EQUIP"
2018-04-28T15:30:00Z,2018-04-28 10:30:00,1309,Working,50,"EQUIP"
2018-04-28T15:45:00Z,2018-04-28 10:45:00,1309,Working,50,"EQUIP"
2018-04-28T16:00:00Z,2018-04-28 11:00:00,1309,Working,50,"EQUIP"
2018-04-28T16:15:00Z,2018-04-28 11:15:00,1309,Working,50,"EQUIP"
2018-04-28T16:30:00Z,2018-04-28 11:30:00,1309,Working,50,"EQUIP"
2018-04-28T16:45:00Z,2018-04-28 11:45:00,1309,Working,50,"EQUIP"
2018-04-28T17:00:00Z,2018-04-28 12:00:00,1309,Working,50,"EQUIP"
2018-04-28T17:15:00Z,2018-04-28 12:15:00,1309,Working,50,"EQUIP"
2018-04-28T17:30:00Z,2018-04-28 12:30:00,1309,Working,50,"EQUIP"
2018-04-28T17:45:00Z,2018-04-28 12:45:00,1309,Working,50,"EQUIP"
2018-04-28T18:00:00Z,2018-04-28 13:00:00,1309,Working,50,"EQUIP"
2018-04-28T18:15:00Z,2018-04-28 13:15:00,1309,Working,50,"EQUIP"
2018-04-28T18:30:00Z,2018-04-28 13:30:00,1309,Working,50,"EQUIP"
2018-04-28T18:45:00Z,2018-04-28 13:45:00,1309,Working,50,"EQUIP"
2018-04-28T19:00:00Z,2018-04-28 14:00:00,1309,Working,50,"EQUIP"
2018-04-28T19:15:00Z,2018-04-28 14:15:00,1309,Working,50,"EQUIP"
2018-04-28T19:30:00Z,2018-04-28 14:30:00,1309,Working,50,"EQUIP"
2018-04-28T19:45:00Z,2018-04-28 14:45:00,1309,Working,50,"EQUIP"
2018-04-28T20:00:00Z,2018-04-28 15:00:00,1309,Working,50,"EQUIP"
2018-04-28T20:15:00Z,2018-04-28 15:15:00,1309,Working,50,"EQUIP"
2018-04-28T20:30:00Z,2018-04-28 15:30:00,1309,Working,50,"EQUIP"
2018-04-28T20:45:00Z,2018-04-28 15:45:00,1309,Working,50,"EQUIP"
2018-04-28T21:00:00Z,2018-04-28 16:00:00,1309,Working,50,"EQUIP"
2018-04-28T21:15:00Z,2018-04-28 16:15:00,1309,Working,50,"EQUIP"
2018-04-28T21:30:00Z,2018-04-28 16:30:00,1309,Working,50,"EQUIP"
2018-04-28T21:45:00Z,2018-04-28 16:45:00,1309,Working,50,"EQUIP"
2018-04-28T22:00:00Z,2018-04-28 17:00:00,1309,Working,50,"EQUIP"
2018-04-28T22:15:00Z,2018-04-28 17:15:00,1309,Working,50,"EQUIP"
2018-04-28T22:30:00Z,2018-04-28 17:30:00,1309,Working,50,"EQUIP"
2018-04-28T22:45:00Z,2018-04-28 17:45:00,1309,Working,50,"EQUIP"
2018-04-28T23:00:00Z,2018-04-28 18:00:00,1309,Working,50,"EQUIP"
2018-04-28T23:15:00Z,2018-04-28 18:15:00,1309,Working,50,"EQUIP"
2018-04-28T23:30:00Z,2018-04-28 18:30:00,1309,Working,50,"EQUIP"
2018-04-28T23:45:00Z,2018-04-28 18:45:00,1309,Working,50,"EQUIP"
2018-04-29T00:00:00Z,2018-04-28 19:00:00,1309,Working,50,"EQUIP"
2018-04-29T00:15:00Z,2018-04-28 19:15:00,1309,Working,50,"EQUIP"
2018-04-29T00:30:00Z,2018-04-28 19:30:00,1309,Working,50,"EQUIP"
2018-04-29T00:45:00Z,2018-04-28 19:45:00,1309,Working,50,"EQUIP"
2018-04-29T01:00:00Z,2018-04-28 20:00:00,1309,Working,50,"EQUIP"
2018-04-29T01:15:00Z,2018-04-28 20:15:00,1309,Working,50,"EQUIP"
2018-04-29T01:30:00Z,2018-04-28 20:30:00,1309,Working,50,"EQUIP"
2018-04-29T01:45:00Z,2018-04-28 20:45:00,1309,Working,50,"EQUIP"
2018-04-29T02:00:00Z,2018-04-28 21:00:00,1309,Working,50,"EQUIP"
2018-04-29T02:15:00Z,2018-04-28 21:15:00,1309,Working,50,"EQUIP"
2018-04-29T02:30:00Z,2018-04-28 21:30:00,1309,Working,50,"EQUIP"
2018-04-29T02:45:00Z,2018-04-28 21:45:00,1309,Working,50,"EQUIP"
2018-04-29T03:00:00Z,2018-04-28 22:00:00,1309,Working,50,"EQUIP"
2018-04-29T03:15:00Z,2018-04-28 22:15:00,1309,Working,50,"EQUIP"
2018-04-29T03:30:00Z,2018-04-28 22:30:00,1309,Working,50,"EQUIP"
2018-04-29T03:45:00Z,2018-04-28 22:45:00,1309,Working,50,"EQUIP"
2018-04-29T04:00:00Z,2018-04-28 23:00:00,1309,Working,50,"EQUIP"
2018-04-29T04:15:00Z,2018-04-28 23:15:00,1309,Working,50,"EQUIP"
2018-04-29T04:30:00Z,2018-04-28 23:30:00,1309,Working,50,"EQUIP"
2018-04-29T04:45:00Z,2018-04-28 23:45:00,1309,Working,50,"EQUIP"
2018-04-29T05:00:00Z,2018-04-29 00:00:00,1309,Working,50,"EQUIP"
2018-04-29T05:15:00Z,2018-04-29 00:15:00,1309,Working,50,"EQUIP"
2018-04-29T05:30:00Z,2018-04-29 00:30:00,1309,Working,50,"EQUIP"
2018-04-29T05:45:00Z,2018-04-29 00:45:00,1309,Working,50,"EQUIP"
2018-04-29T06:00:00Z,2018-04-29 01:00:00,1309,Working,50,"EQUIP"
2018-04-29T06:15:00Z,2018-04-29 01:15:00,1309,Working,50,"EQUIP"
2018-04-29T06:30:00Z,2018-04-29 01:30:00,1309,Working,50,"EQUIP"
2018-04-29T06:45:00Z,2018-04-29 01:45:00,1309,Working,50,"EQUIP"
2018-04-29T07:00:00Z,2018-04-29 02:00:00,1309,Working,50,"EQUIP"
2018-04-29T07:15:00Z,2018-04-29 02:15:00,1309,Working,50,"EQUIP"
2018-04-29T07:30:00Z,2018-04-29 02:30:00,1309,Working,50,"EQUIP"
2018-04-29T07:45:00Z,2018-04-29 02:45:00,1309,Working,50,"EQUIP"
2018-04-29T08:00:00Z,2018-04-29 03:00:00,1309,Working,50,"EQUIP"
2018-04-29T08:15:00Z,2018-04-29 03:15:00,1309,Working,50,"EQUIP"
2018-04-29T08:30:00Z,2018-04-29 03:30:00,1309,Working,50,"EQUIP"
2018-04-29T08:45:00Z,2018-04-29 03:45:00,1309,Working,50,"EQUIP"
2018-04-29T09:00:00Z,2018-04-29 04:00:00,1309,Working,50,"EQUIP"
2018-04-29T09:15:00Z,2018-04-29 04:15:00,1309,Working,50,"EQUIP"
2018-04-29T09:30:00Z,2018-04-29 04:30:00,1309,Working,50,"EQUIP"
2018-04-29T09:45:00Z,2018-04-29 04:45:00,1309,Working,50,"EQUIP"
2018-04-29T10:00:00Z,2018-04-29 05:00:00,1309,Working,50,"EQUIP"
2018-04-29T10:15:00Z,2018-04-29 05:15:00,1309,Working,50,"EQUIP"
2018-04-29T10:30:00Z,2018-04-29 05:30:00,1309,Working,50,"EQUIP"
2018-04-29T10:45:00Z,2018-04-29 05:45:00,1309,Working,50,"EQUIP"
2018-04-29T11:00:00Z,2018-04-29 06:00:00,1309,Working,50,"EQUIP"
2018-04-29T11:15:00Z,2018-04-29 06:15:00,1309,Working,50,"EQUIP"
2018-04-29T11:30:00Z,2018-04-29 06:30:00,1309,Working,50,"EQUIP"
2018-04-29T11:45:00Z,2018-04-29 06:45:00,1309,Working,50,"EQUIP"
2018-04-29T12:00:00Z,2018-04-29 07:00:00,1309,Working,50,"EQUIP"
2018-04-29T12:15:00Z,2018-04-29 07:15:00,1309,Working,50,"EQUIP"
2018-04-29T12:30:00Z,2018-04-29 07:30:00,1309,Working,50,"EQUIP"
2018-04-29T12:45:00Z,2018-04-29 07:45:00,1309,Working,50,"EQUIP"
2018-04-29T13:00:00Z,2018-04-29 08:00:00,1309,Working,50,"EQUIP"
2018-04-29T13:15:00Z,2018-04-29 08:15:00,1309,Working,50,"EQUIP"
2018-04-29T13:30:00Z,2018-04-29 08:30:00,1309,Working,50,"EQUIP"
2018-04-29T13:45:00Z,2018-04-29 08:45:00,1309,Working,50,"EQUIP"
2018-04-29T14:00:00Z,2018-04-29 09:00:00,1309,Working,50,"EQUIP"
2018-04-29T14:15:00Z,2018-04-29 09:15:00,1309,Working,50,"EQUIP"
2018-04-29T14:30:00Z,2018-04-29 09:30:00,1309,Working,50,"EQUIP"
2018-04-29T14:45:00Z,2018-04-29 09:45:00,1309,Working,50,"EQUIP"
2018-04-29T15:00:00Z,2018-04-29 10:00:00,1309,Working,50,"EQUIP"
2018-04-29T15:15:00Z,2018-04-29 10:15:00,1309,Working,50,"EQUIP"
2018-04-29T15:30:00Z,2018-04-29 10:30:00,1309,Working,50,"EQUIP"
2018-04-29T15:45:00Z,2018-04-29 10:45:00,1309,Working,50,"EQUIP"
2018-04-29T16:00:00Z,2018-04-29 11:00:00,1309,Working,50,"EQUIP"
2018-04-29T16:15:00Z,2018-04-29 11:15:00,1309,Working,50,"EQUIP"
2018-04-29T16:30:00Z,2018-04-29 11:30:00,1309,Working,50,"EQUIP"
2018-04-29T16:45:00Z,2018-04-29 11:45:00,1309,Working,50,"EQUIP"
2018-04-29T17:00:00Z,2018-04-29 12:00:00,1309,Working,50,"EQUIP"
2018-04-29T17:15:00Z,2018-04-29 12:15:00,1309,Working,50,"EQUIP"
2018-04-29T17:30:00Z,2018-04-29 12:30:00,1309,Working,50,"EQUIP"
2018-04-29T17:45:00Z,2018-04-29 12:45:00,1309,Working,50,"EQUIP"
2018-04-29T18:00:00Z,2018-04-29 13:00:00,1309,Working,50,"EQUIP"
2018-04-29T18:15:00Z,2018-04-29 13:15:00,1309,Working,50,"EQUIP"
2018-04-29T18:30:00Z,2018-04-29 13:30:00,1309,Working,50,"EQUIP"
2018-04-29T18:45:00Z,2018-04-29 13:45:00,1309,Working,50,"EQUIP"
2018-04-29T19:00:00Z,2018-04-29 14:00:00,1309,Working,50,"EQUIP"
2018-04-29T19:15:00Z,2018-04-29 14:15:00,1309,Working,50,"EQUIP"
2018-04-29T19:30:00Z,2018-04-29 14:30:00,1309,Working,50,"EQUIP"
2018-04-29T19:45:00Z,2018-04-29 14:45:00,1309,Working,50,"EQUIP"
2018-04-29T20:00:00Z,2018-04-29 15:00:00,1309,Working,50,"EQUIP"
2018-04-29T20:15:00Z,2018-04-29 15:15:00,1309,Working,50,"EQUIP"
2018-04-29T20:30:00Z,2018-04-29 15:30:00,1309,Working,50,"EQUIP"
2018-04-29T20:45:00Z,2018-04-29 15:45:00,1309,Working,50,"EQUIP"
2018-04-29T21:00:00Z,2018-04-29 16:00:00,1309,Working,50,"EQUIP"
2018-04-29T21:15:00Z,2018-04-29 16:15:00,1309,Working,50,"EQUIP"
2018-04-29T21:30:00Z,2018-04-29 16:30:00,1309,Working,50,"EQUIP"
2018-04-29T21:45:00Z,2018-04-29 16:45:00,1309,Working,50,"EQUIP"
2018-04-29T22:00:00Z,2018-04-29 17:00:00,1309,Working,50,"EQUIP"
2018-04-29T22:15:00Z,2018-04-29 17:15:00,1309,Working,50,"EQUIP"
2018-04-29T22:30:00Z,2018-04-29 17:30:00,1309,Working,50,"EQUIP"
2018-04-29T22:45:00Z,2018-04-29 17:45:00,1309,Working,50,"EQUIP"
2018-04-29T23:00:00Z,2018-04-29 18:00:00,1309,Working,50,"EQUIP"
2018-04-29T23:15:00Z,2018-04-29 18:15:00,1309,Working,50,"EQUIP"
2018-04-29T23:30:00Z,2018-04-29 18:30:00,1309,Working,50,"EQUIP"
2018-04-29T23:45:00Z,2018-04-29 18:45:00,1309,Working,50,"EQUIP"
2018-04-30T00:00:00Z,2018-04-29 19:00:00,1309,Working,50,"EQUIP"
2018-04-30T00:15:00Z,2018-04-29 19:15:00,1309,Working,50,"EQUIP"
2018-04-30T00:30:00Z,2018-04-29 19:30:00,1309,Working,50,"EQUIP"
